Folder,Caption,File Path,Cleaned_Caption,Scam_Score_Caption,Label
bestdeals,Natural Australian opal doublets 2.5ct only $25 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-11-00_UTC.txt,natural australian opal doublets 25ct only 25 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0
bestdeals,Natural Australian opal doublets 3.5mm 1.2ct only $12 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-11-57_UTC.txt,natural australian opal doublets 35mm 12ct only 12 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0
bestdeals,Natural Australian opal doublets 5.77ct only $58 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-12-47_UTC.txt,natural australian opal doublets 577ct only 58 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0
bestdeals,Natural Australian opal doublets 5.07ct only $51 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-13-52_UTC.txt,natural australian opal doublets 507ct only 51 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0
bestdeals,Natural Australian opal doublets 4ct only $40 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-15-51_UTC.txt,natural australian opal doublets 4ct only 40 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0
bestdeals,Natural Australian opal doublets 10.36ct only $104 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-16-35_UTC.txt,natural australian opal doublets 1036ct only 104 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0
bestdeals,Natural Australian opal doublets 5.87ct only $59 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-17-19_UTC.txt,natural australian opal doublets 587ct only 59 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0
bestdeals,**🚨Unbeatable Deal!🚨**,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-21-38_UTC.txt,unbeatable deal,0,0
bestdeals,Natural Australian opal doublets 1.8ct only $18 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-21-43_UTC.txt,natural australian opal doublets 18ct only 18 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0
bestdeals,Natural Australian opal doublets only $15 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-22-48_UTC.txt,natural australian opal doublets only 15 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0
bestdeals,Natural Australian opal doublets 5.23ct only $52 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-23-36_UTC.txt,natural australian opal doublets 523ct only 52 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0
bestdeals,Natural Australian opal doublets 1.4ct only $17 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-24-26_UTC.txt,natural australian opal doublets 14ct only 17 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0
bestdeals,LUCKY TIRE & WHEELS. ✅ Best deal all wheels tires __✔️ Wheels ✔️ Tires ✔️LIFTKIT -Drop kit,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-25-08_UTC.txt,lucky tire wheels best deal all wheels tires wheels tires liftkit drop kit,0,0
bestdeals,Natural Australian opal doublets 2.42ct only $24 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-25-09_UTC.txt,natural australian opal doublets 242ct only 24 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0
bestdeals,Natural Australian opal doublets 5.8ct only $58 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-25-51_UTC.txt,natural australian opal doublets 58ct only 58 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0
bestdeals,"🔥 2009 HARLEY-DAVIDSON FLHRC ROAD KING CLASSIC – $6,995! 🔥",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-26-06_UTC.txt,2009 harleydavidson flhrc road king classic 6995,0,0
bestdeals,Last one for today thankyou everyone natural Australian opal doublets 4.55ct only $46 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-26-51_UTC.txt,last one for today thankyou everyone natural australian opal doublets 455ct only 46 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0
bestdeals,"🔥 2018 HARLEY-DAVIDSON FXBB STREET BOB – $8,495! 🔥",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-30-01_UTC.txt,2018 harleydavidson fxbb street bob 8495,0,0
