Folder,Caption,File Path
bestdeals,Natural Australian opal doublets 5.87ct only $59 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-17-19_UTC.txt
bestdeals,**🚨Unbeatable Deal!🚨**,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-21-38_UTC.txt
bestdeals,Natural Australian opal doublets 1.8ct only $18 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-21-43_UTC.txt
bestdeals,Natural Australian opal doublets only $15 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-22-48_UTC.txt
bestdeals,Natural Australian opal doublets 5.23ct only $52 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-23-36_UTC.txt
bestdeals,Natural Australian opal doublets 1.4ct only $17 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-24-26_UTC.txt
bestdeals,LUCKY TIRE & WHEELS. ✅ Best deal all wheels tires __✔️ Wheels ✔️ Tires ✔️LIFTKIT -Drop kit,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-25-08_UTC.txt
bestdeals,Natural Australian opal doublets 2.42ct only $24 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-25-09_UTC.txt
bestdeals,Natural Australian opal doublets 5.8ct only $58 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-25-51_UTC.txt
bestdeals,"🔥 2009 HARLEY-DAVIDSON FLHRC ROAD KING CLASSIC – $6,995! 🔥",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-26-06_UTC.txt
bestdeals,Last one for today thankyou everyone natural Australian opal doublets 4.55ct only $46 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-26-51_UTC.txt
bestdeals,"🔥 2018 HARLEY-DAVIDSON FXBB STREET BOB – $8,495! 🔥",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-30-01_UTC.txt
bestdeals,"Surf, skyline views, and sunny vibes—Sydney is the ultimate travel destination! Whether you’re lounging on Bondi Beach or snapping pics at the Sydney Opera House, there’s something for every traveler.",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-40-31_UTC.txt
bestdeals,"Apartamente 1+1, 2+1, 3+1 te Hora Vertikale te 21 Dhjetori",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-40-32_UTC.txt
bestdeals,"🔥 2018 HARLEY-DAVIDSON FLHRXS ROAD KING SPECIAL – $9,795! 🔥",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-41-53_UTC.txt
bestdeals,"🔥 2023 HARLEY-DAVIDSON FXLRS LOW RIDER S – $13,995! 🔥",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-47-16_UTC.txt
bestdeals,Google Pixel 8a available at a discounted price!,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-48-45_UTC.txt
bestdeals,2022 Kia Forte LXS sold,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-51-37_UTC.txt
bestdeals,"🔥 2020 HARLEY-DAVIDSON XL883N SPORTSTER IRON 883 – ONLY 442 MILES! $5,995! 🔥",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-51-42_UTC.txt
bestdeals,🚗🔥 معرض الصقر للسيارات 🔥🚗,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-52-29_UTC.txt
bestdeals,🚨 Truck Month is here! 🚨 Don’t miss out on unbeatable deals at Shawnee Mission Ford! Stop by today and drive home your dream truck!,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-57-18_UTC.txt
bestdeals,"This beautiful & lightweight floral spring blouse from J. crew has a very pretty print and ruffled collar detail making it perfect for the girly girl who loves warmer weather! ☀️Size available is small, most offers are accepted!",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-59-16_UTC.txt
bestdeals,"𝘽𝙡𝙪𝙚 𝙎𝙤𝙛𝙖 𝘽𝙚𝙙 𝙬𝙞𝙩𝙝 𝙎𝙩𝙤𝙧𝙖𝙜𝙚 – 𝙎𝙢𝙖𝙧𝙩, 𝙎𝙩𝙮𝙡𝙞𝙨𝙝 & 𝙎𝙥𝙖𝙘𝙚-𝙎𝙖𝙫𝙞𝙣𝙜",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_22-00-07_UTC.txt
bestdeals,These shoes are so cool! 😱 They're Size 4.5 youth and only $16‼️😁 For a same-day hold please give us a call at 813-358-3123! 📲,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_22-01-21_UTC.txt
bestdeals,🚗🔥 معرض الصقر للسيارات 🔥🚗,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_22-05-50_UTC.txt
bestdeals,Sold!!! 2024 Alfa Romeo Giulia TI Loaner!!! Signed and Delivered!!! Come get your Alfa Romeo today I have amazing deals going on right now!!!#autobroker #autobrokers #autobrokerage #autobrokersales #autobrokerdeals #autobrokersinla #autobrokerorangecounty #leasingagent #leasingcompany #carleasing #bestdeals #luxurylifestyle #luxury #alfaromeo #celebrity #orangecounty #anaheim #santamonica #palmsprings #sandiego #inlandempire #riversidecounty #venturacounty #southbay #longbeach #glendale #losangeles #hollywood #newportbeach #norcal,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_22-18-25_UTC.txt
bestdeals,Vera Bradley purse,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_22-23-57_UTC.txt
bestdeals,Sold!!! 2024 Vw Jetta Sport!!! Signed and Delivered!!! Come get your Vw today I have amazing deals going on right now!!!#autobroker #autobrokers #autobrokerage #autobrokersales #autobrokerdeals #autobrokersinla #autobrokerorangecounty #leasingagent #leasingcompany #carleasing #bestdeals #luxury #luxurylifestyle #vw #celebrity #orangecounty #anaheim #santamonica #palmsprings #sandiego #inlandempire #riversidecounty #venturacounty #southbay #longbeach #glendale #losangeles #hollywood #newportbeach #norcal,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_22-24-04_UTC.txt
bestdeals,🚗🔥 معرض الصقر للسيارات 🔥🚗,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_22-28-51_UTC.txt
bestdeals,"Huge congratulations to our amazing client, Sarah Marsolais, on her new ride!💙 We’re thrilled to have helped you upgrade to this stunning 2022 Dodge RAM 1500 – a sporty powerhouse that’s as blue as the sky on this beautiful Wednesday afternoon, especially on @bgccornwallsdg Pink Shirt Day 2025! 🌞💙",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_22-29-22_UTC.txt
bestdeals,Vera Bradley purse,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_22-31-37_UTC.txt
giveaway,🌸 NAGRADNA IGRA - Večera za dvoje! 🌸,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-24_10-42-55_UTC.txt
giveaway,📚 GIVEAWAY ALERT! 🎉,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-40-45_UTC.txt
giveaway,are we done with sweater weather? 👀✨ because I personally can’t decide 😩🩷,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-41-10_UTC.txt
giveaway,GIVEAWAY ALERT 🚨,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-41-24_UTC.txt
giveaway,"All entries must be received by 9 pm EST Tonight, February 26, 2025.  Military Tribute Banners will review each honoree’s story and select one winner for our Military Tribute Honor Flag Giveaway. 🇺🇸 We will post the winner this Friday, February 28, 2025.",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-41-27_UTC.txt
giveaway,جوكلت بلجيكي بثيم مناسباتكم #chocolate  #wedding #babyshower #graduation  #party #giveaway,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-43-06_UTC.txt
giveaway,🏏 PLAYERSPASS GIVEAWAY – Own a Piece of Cricket Greatness!,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-43-11_UTC.txt
giveaway,"🤍 Our very simple but timeless, all pearl heart bracelet with gold spacer beads.. this can be made with any variation of spacer beads, or even a half and half combination of hearts and colour 🤍 these are £6 each and can be customised however you wish ✨",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-43-23_UTC.txt
giveaway,ً💛💛#tatianaofficial15 #models #makeupartist #makeup #chemistrylove #gamer #game #girl #giveaway #gym #tiktok #blogger #selfie #cameraarkasi,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-43-45_UTC.txt
giveaway,Who’s ready for some fresh mountain air? ⛰️⛷️✨,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-44-24_UTC.txt
giveaway,📖🎉 Happy 2nd Book Birthday to Total Obsession! 🎉📖,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-44-28_UTC.txt
giveaway,Posted @withregram • @vantrue_official 🎉✨ Vantrue E1 PRO Giveaway Alert! 🚗,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-44-47_UTC.txt
giveaway,So happy to announce we finally hit 100 followers on our page! 🫶🏼,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-44-55_UTC.txt
giveaway,Score the official library card of the Las Vegas @Raiders during our #LibraryLoversMonth celebration & enter our giveaway to win cool prizes! 🏈 💳,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-45-06_UTC.txt
giveaway,جوكلت بلجيكي بثيم مناسباتكم #chocolate  #wedding #babyshower #graduation  #party #giveaway,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-45-15_UTC.txt
giveaway,🎉 Giveaway με παιχνίδι & δώρα! 🎉,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-45-59_UTC.txt
giveaway,"We’re on the road to 3,000 followers, and we want to celebrate with YOU! 🎉🐶",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-46-32_UTC.txt
giveaway,Its okay to feel a little lost🖤🔥… #artist #giveaway #newmusic #upcomingartist #rcarecords #lifestyle #followforfollowback #miami #hiphop #drake #kendricklamar #followme #viral #famous,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-46-47_UTC.txt
giveaway,جوكلت بلجيكي بثيم مناسباتكم #chocolate  #wedding #babyshower #graduation  #party #giveaway,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-46-51_UTC.txt
giveaway,**✨ رمضان كريم! ✨**,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-46-59_UTC.txt
giveaway,T2MC T-SHIRT GIVEAWAY💙🧿,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-47-10_UTC.txt
giveaway,"💅🔥 CHICAS, ES HORA DE CONSENTIRNOS 🔥💅",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-47-23_UTC.txt
giveaway,Posted @withregram • @babyhug Babyhug Kick Scooter Giveaway,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-47-56_UTC.txt
giveaway,"Spotlight time! Thank you to @jaimerockstarbooktours and @camilla_tracy for having me on the tour! Life has been a little chaotic, but I was so excited to get this package in the mail. It really made my day! Thank you so much!",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-48-01_UTC.txt
giveaway,"Huge thank you to @roniveesboutique_ for hosting this spectacular giveaway! I was fortunate enough to win! I have been following her for a lil while now, so getting these prizes means so much! Tyyyy please go follow her!!!",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-48-28_UTC.txt
giveaway,جوكلت بلجيكي بثيم مناسباتكم #chocolate  #wedding #babyshower #graduation  #party #giveaway,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-48-37_UTC.txt
giveaway,"🎉 900 ORDERS?! 🎉 We are absolutely blown away by your support! To celebrate this amazing milestone, we’re giving away a $25 gift card to our online boutique! 💖",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-48-47_UTC.txt
giveaway,🚨FREE SCREENING!🚨,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-49-03_UTC.txt
giveaway,"#GIVEAWAY 💎 Players Of Life Guadalajara y @vice_cycle te invitan a una de sus clases de Ride, una el día sábado 01 de marzo a las 12:00 pm y la otra el día domingo 02 de marzo a las 10:00 am 🚲",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-49-39_UTC.txt
giveaway,#LightsOnLefloss does it again in 2024!  Got my yard sign and $100 Lowe’s gift card delivered today. I’ve decided to give away the gift card to a Norwalk resident in need. Details below.,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-49-44_UTC.txt
giveaway,Congrats @faithwosmek 🍒🛍️ You won a $50 JFR gift card!!,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-49-48_UTC.txt
